"text","rating","bahasa"
"I preferred the brutal simplicity of the first film, but there's no denying The Raid 2's ambition. While its predecessor was relatively minimalist in terms of characterisation and setting, this one widens its scope significantly, allowing for even more brilliant carnage. It goes without saying that the action is still absolutely superb, and the final fifteen minutes or so are perhaps the best of the entire duology in this regard. The film is certainly more ambitious in its storytelling than…",7,"english"
"The only film I’ll watch where one dude takes 20 men.",8,"english"
"If you look up ""Too much of a good thing"" in the dictionary you know what you'll find? Nothing, because that's not how dictionaries work.",7,"english"
"No...I'm done  There are movies, there are films, there is The Raid: Redemption, and there's the Raid 2  A extra brutal take on The Departed and its plentiful more times better looking than the weird grimy setting of Redemption. It might seem weaker, but this one has more narrative and constructed plot and I'm happy to say that it's very good!  John Wick perfected the shoot 'em up movie style, The Raid perfected the beat 'em up style.",10,"english"
"Me: ""I have lot of movie on my watchlist""  Also me: *rewatch this for 948274836191x*",10,"english"
"Perfect. For me this is the perfect action movie. It's on a completely different level from any other action movie. Excited for that raid remake though!!!!! We hate subtitles!!!!",10,"english"
"a much better film than the first, same great fight sequences, more practical gore effects (yay) the plot whilst being all over the place was much stronger than the original, some really cool shots and i really liked the sound design and the use of the synths to really build tension",8,"english"
"Cons: some bad CGI blood every now and then  Pros:  EVERYTHING ELSE!!   I immensely enjoyed this upon rewatch, and it really is one of the best martial arts films I've ever seen! It is better in every way than its previous entry, and I love it so so much!  I don't understand how I could love this movie more than the first watch, as I gave it a 5/5 back when I saw it.   This is seriously one of the best fucking movies I've ever seen, and is one of the best sequels to ever be put on film.   5/5!",10,"english"
"both fully understands what made the first great while also not at all . keeping the absolutely second to none stunt choreography and performance while adding to the mix a miriade of uninteresting subplots and characters I frankly didn't care about . Amounting to a film a whole hour long than it's predecessor , it feels unnecessary , had this film trimmed that fat it couldve been as incredible as the first , but unfortunately it didn't do so . It's decent , I didn't love it but I'll always have the first! So what's there worth complaining about?",6,"english"
"It often doesn’t make sense but that’s not a criticism. Don’t remember picking up on the protagonist’s transformation subtext relating to another character the first time around, but that’s more reflective of my comprehension skills however many years ago than the film’s subtlety.",9,"english"
"It's like sleeping dogs but a movie and no Emma stone",10,"english"
